5,首发三秒抢到，期待也半个月了。顶配舒服，陶瓷质感细腻，UI风格很好，很喜欢全面屏手势，相机很厉害，王者帧数60加稳定，美滋滋，个人喜欢黑色，一体感特别强。还要适应typec接口耳机，内存终于够用了，256资料都能放下了，,201804051410
5,昨天10点抢，一直提示没有抢到，放弃了，结果下午4点多浏览京东发现有个未付款订单，我一看就是这个货，哈哈，买啦，第二天上午11点到货啦，贴膜全是气泡恼火，现在在测试安兔兔，照相测试个，也没那么神奇，但是比以前的2要好不少，电量说实话是个硬伤，3400，估计不够用，由于买不到手机壳郁闷，发现这个买手机居然送了一个壳，哈哈，贴心，我为什么废话，应为在等跑分，手机手感好，很小巧，下巴那块可以忽略，爽的很，我算下我的小米手机有多少小米1s.红米note.note4.红米4。再就是这货了，苹果就多了，华为也有，还是小米用起来舒心。分数268586@,201804041136
5,早在一个月前就已经期待很久了的手机今天终于到手了，性能不用说骁龙845杠杠滴～吃鸡王者崩坏三画质全开无压力。内置的小爱同学是真心好用，拍照也是强的一批。外观也很漂亮，尤其是背面的陶瓷盖板简直跟镜子一样很精致漂亮，正面的全面视觉冲击力也很大。发热方面温度控制的很到位并不是很烫陶瓷摸起来是温的，只有续航方面很一般但不伤大雅。,201804061145
5,首先，手机的样式很喜欢，之前一直纠结买白色还是黑色，白色会有一点黑边，后来还是选择了黑色，黑色的整体感会更好一点，骁龙845的性能毋庸置疑，使用手机非常的流畅，游戏的话只玩过王者荣耀，高帧率一直可以维持在60左右，可能有少许57.58的，整体很流畅，前置摄像头500万只能说还行，我之前用的是小米note3.前置1600万，后置双摄很强大，拍照很清晰，包括强大的nfc功能，无线充电功能也是非常不错的，总体来说mix2s我非常满意,201804071623
5,电池续航还行，外观方面也很不错，还要有待提升，拿起来手感很好，但是我的手机包装外壳有损坏了，毕竟是手机来的，包装都损坏会担心手机也会摔坏的，一定要小心一点才是啊，4月3号下单买的，今天下午5点才到，还行吧，毕竟4号才发货，又遇上清明节车流量大,201804052249
5,"我是小米骨灰级铁粉，手机买过米1，米3，红米not2两台，米4，米5两台，小米note3,净水机，空气净化器，米兔，手环，助力车，鞋等等。除了米1刚开售时候排号排上了，剩下的从来没有抢到过，不是高价买就是后期抢到高配的。这次首发准备了6台设备同时从各种渠道预约，抢购。没想到这次在京东拍到首发，满脸的眼泪，多余的话不多说了。小米威武，京东威武。现在的小米手机里面还都带原装外壳，很好。",201804041628
5,手感不错 要是指纹能屏下指纹就好了 个人不喜欢后置指纹！拍照方面没得说 但是觉得苹果的拍照还是比较完美！！不过小爱同学很好玩！还有屏幕边框在窄一点就好了！个人感觉没什么惊喜吧，和上一代基本上差不多，也就这样了，不过配置挺强悍的，嗯，还算可以吧，就是受不了了，每次都要抢，上一次没抢到，这一次随便点了一下，没想到抢到了，不过是64级了，也也够用了吧，先将就着用，看一下下一代怎么样,201804090938
5,评论之前先说一句，小米的全面屏颜值秒杀刘海屏。回归正题，jdi阴阳屏没救了，上白下黄，换货麻烦不说，过来说不定更黄。。。。之前用的m5s plus夏普屏那才叫好屏。骁龙845的性能没的说，小爱同学也很好用，对无线充电不是太需要，倒不如电池做大点，取消无线充电呢。送的手机壳磨砂类肤手感，防滑效果不错，那串字母颜色太浅，不仔细看还是为是一串脏东西。。续航对于我来说完全足够，24小时用了51%的电。想不到要补充什么了，实在要说点什么就是手机再大点吧，屏幕长度可以再增加四条下巴的长度，把电池做大点，拍照进步很大，屏幕有待加强,201804052155
5,还不错，正面跟mix2没有什么区别，就指望背后双摄像头了?,201804041139
5,"我这台MIX2S用的是JDI的屏幕，素质还是蛮不错的。最满意的是色彩，鲜艳明快又不过分。而且还加入了无极色温调节，无论是喜欢冷暖红绿屏的人都能开开心心了。
至于大家最关心的拖影和斜纹。拖影很明显，斜纹也有。但是斜纹要凑的很近、很仔细才能看到，我觉得几乎可以忽略了。
这次小米也紧随友商的脚步，跟王者荣耀进行了深度优化。实测特效全开，打开高帧率，小米MIX2S的帧率基本能问在58~61帧之间。只有打团集体放大招才会掉到54帧左右，流畅度已经无限接近iPhone了。
小米拍照“黑历史”太多，所以发布会上说MIX2S拍照多牛，我也没当真。但是实拍体验过之后，觉得这次还真是稳了。像以往小米老大难的白平衡、夜景这次进步明显。说要秒杀谁还轮不上。但是在洋品牌选手面前，起码不会丢脸了。
MIX2S发布之前，网上流传了各种浮夸的渲染图。其实冷静想想就知道不可能是真的。只是在MIX2后面多加个S，说明这是“小改款”。但是MIX2S不偏不倚，正好都改到了前代的痛处上。拍照大幅加强，边框略微缩减；再加上骁龙845的升级。这个“小改款”还算是有诚意。",201804130055
4,拍照效果言过其实，没有发布会吹的那么牛，有点失望，电量掉的很快，连续操作可能只能坚持3-4小时,201804061006
5,"东西刚刚收到，简单的使用了一下，感觉手感和尺寸都是比较满意的，机身是陶瓷的，手感特别好，但是应该很容易碎，还是需要保护套套着，手机盒内自带有手机壳，还需要去贴张膜。放大拍照的效果很好，就是自拍的时候要反过来照，还是有点不习惯，很早就是米粉了，上次发布mix2的时候没抢到，这次终于首发抢到了,哈哈。安兔兔跑分267000，性能高，定价低一直是我喜欢小米的理由，先用用看，后面再追评~~~",201804041048
